Optimisation Analysis, ,,,,,,,,,,,,
Objective ,MaxENB,,,,,,,,,,,,
Objective ,MinRisk,,,,,,,,,,,,
SolutionSpace ,6912,,,,,,,,,,,,
Minimal SolutionSet ,6912,,,,,,,,,,,,
Shortlisted ,15,,,,,,,,,,,,
Nbr. Variables ,117,,,,,,,,,,,,
Nbr. Parameters ,137,,,,,,,,,,,,
Nbr. Decisions ,10,,,,,,,,,,,,
Runtime(s) ,111,,,,,,,,,,,,
,,,,,,,,,,,,,
ID,Location Finding,File Sharing,Report Syncing,Chat Protocol,Map Access,Hardware Platform,Connectivity,Database,Architectural Pattern,Data Exchange Format,ENB,Risk,Optimal
4830,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Push-based,Compressed XML,12.79763849,1,No
4831,GPS,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,12.82269269,1,No
4832,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Bluetooth,sqLite,Client-Server,Unformatted data,13.72557335,1,No
4833,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,13.4504988,1,No
4834,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Compressed XML,14.87426066,1,No
4835,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,13.50792067,1,No
4836,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,13.32639571,1,No
4837,radio triangulation,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,Unformatted data,13.3816386,1,No
4838,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,XML,13.95893123,1,No
4839,GPS,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Client-Server,XML,14.3807921,1,No
4840,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,13.61617023,1,No
4841,GPS,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,13.73544737,1,No
4842,radio triangulation,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Push-based,XML,12.87756246,1,No
4843,GPS,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Client-Server,Compressed XML,13.35792583,1,No
4844,GPS,In house,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Client-Server,Compressed XML,13.69977876,1,No
4845,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,XML,14.01600378,1,No
4846,GPS,In house,Implicit,In house,Cache on server,Droid (Motorola),Bluetooth,sqLite,Client-Server,Compressed XML,14.28263339,1,No
4847,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,XML,13.32302762,1,No
4848,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Push-based,XML,13.78900594,0.9846,No
4849,radio triangulation,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,13.98692649,1,No
4850,GPS,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Compressed XML,14.05157337,1,No
4851,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Compressed XML,14.43567586,1,No
4852,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Client-Server,Compressed XML,15.12244141,0.9363,No
4853,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,15.27644012,0.2824,No
4854,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,14.58377141,1,No
4855,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Client-Server,Compressed XML,15.54203807,0.9192,No
4856,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Client-Server,Compressed XML,14.70269536,1,No
4857,GPS,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,15.15015438,1,No
4858,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,XML,15.0517622,0.91,No
4859,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Client-Server,Compressed XML,16.12142882,0.9768,No
4860,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,13.90681316,1,No
4861,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,XML,13.06252535,1,No
4862,GPS,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,12.94521116,1,No
4863,GPS,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,13.49585243,1,No
4864,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Client-Server,XML,13.67129627,1,No
4865,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Client-Server,Compressed XML,15.63035476,1,No
4866,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,13.62213818,1,No
4867,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Unformatted data,15.41260624,1,No
4868,radio triangulation,In house,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,XML,12.54857734,1,No
4869,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,Unformatted data,13.53454373,1,No
4870,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,14.09269735,1,No
4871,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,14.94086771,1,No
4872,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,14.01906443,1,No
4873,GPS,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,XML,14.56068814,1,No
4874,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),Bluetooth,sqLite,Push-based,Unformatted data,13.52213425,1,No
4875,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,13.43628522,1,No
4876,GPS,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,14.44979365,1,No
4877,GPS,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,Unformatted data,14.09851162,1,No
4878,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,13.45268145,1,No
4879,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,XML,14.15373282,1,No
4880,GPS,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,14.03916389,1,No
4881,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,13.95420182,1,No
4882,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,XML,13.56622837,1,No
4883,GPS,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,13.78052742,1,No
4884,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,XML,14.44449195,1,No
4885,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,13.58941351,0.9976,No
4886,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Client-Server,Compressed XML,14.19085282,1,No
4887,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,XML,13.61835289,1,No
4888,GPS,In house,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,Compressed XML,12.14050402,1,No
4889,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,15.12475119,1,No
4890,GPS,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,13.53546087,1,No
4891,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,XML,14.72635957,0.9783,No
4892,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Push-based,XML,15.03474166,0.9999,No
4893,radio triangulation,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Compressed XML,13.00008094,1,No
4894,GPS,In house,Implicit,In house,Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,13.61485598,1,No
4895,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,XML,14.49936173,0.7485,No
4896,radio triangulation,OpenIntent,Implicit,In house,Cache on server,Nexus I (HTC),Wifi,MySQL,Push-based,XML,14.93864454,1,No
4897,radio triangulation,In house,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,MySQL,Client-Server,Compressed XML,13.14419044,1,No
4898,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,13.81746977,1,No
4899,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,13.44891418,1,No
4900,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Client-Server,XML,13.02509158,1,No
4901,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,14.55836822,0.6637,No
4902,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Compressed XML,14.8683668,0.9997,No
4903,GPS,OpenIntent,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,13.00754645,1,No
4904,GPS,In house,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,11.59171982,1,No
4905,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Compressed XML,14.10406263,1,No
4906,GPS,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Client-Server,Unformatted data,14.76628903,0.9972,No
4907,GPS,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),Bluetooth,MySQL,Client-Server,XML,14.98448295,1,No
4908,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Push-based,Compressed XML,14.74830426,0.9985,No
4909,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Peer-to-peer,XML,13.31376675,1,No
4910,GPS,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Push-based,XML,14.43208248,1,No
4911,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Unformatted data,13.13345785,1,No
4912,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Client-Server,XML,14.10785209,1,No
4913,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,XML,13.9831412,1,No
4914,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Push-based,Compressed XML,14.58236247,0.8425,No
4915,GPS,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Client-Server,Unformatted data,14.69062712,0.9998,No
4916,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,XML,14.52476492,1,No
4917,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Client-Server,XML,15.46695002,0.9196,No
4918,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Client-Server,Compressed XML,13.6871498,1,No
4919,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,15.1814479,0.9918,No
4920,radio triangulation,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Compressed XML,14.57459057,0.6562,No
4921,radio triangulation,OpenIntent,Explicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,XML,12.73091212,1,No
4922,GPS,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Compressed XML,12.72986345,1,No
4923,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,XML,13.00351886,1,No
4924,GPS,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Client-Server,XML,15.06014485,1,No
4925,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,13.61481669,1,No
4926,GPS,In house,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Compressed XML,14.64368887,1,No
4927,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Push-based,XML,13.5578667,1,No
4928,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Peer-to-peer,Compressed XML,14.27160148,1,No
4929,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,14.57443094,1,No
4930,radio triangulation,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Compressed XML,14.18159195,1,No
4931,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Compressed XML,14.93937889,1,No
4932,GPS,OpenIntent,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,12.95942474,1,No
4933,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,sqLite,Peer-to-peer,XML,14.22521022,1,No
4934,GPS,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,13.6287992,1,No
4935,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),Bluetooth,sqLite,Client-Server,Compressed XML,14.27000443,1,No
4936,GPS,OpenIntent,Explicit,In house,Cache on server,Nexus I (HTC),Wifi,sqLite,Client-Server,Unformatted data,13.8962714,1,No
4937,GPS,OpenIntent,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,15.74783087,1,No
4938,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,XML,14.09472633,1,No
4939,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,14.15100088,1,No
4940,radio triangulation,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,14.6547039,1,No
4941,radio triangulation,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,13.93998824,1,No
4942,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Client-Server,Compressed XML,15.05096401,1,No
4943,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,XML,14.36816313,1,No
4944,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,14.5760794,0.6444,No
4945,radio triangulation,In house,Implicit,In house,Cache on server,Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,14.10593004,1,No
4946,radio triangulation,In house,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Push-based,Unformatted data,14.62930072,0.6691,No
4947,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,MySQL,Client-Server,XML,14.61969463,1,No
4948,GPS,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,13.68780569,1,No
4949,GPS,In house,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,MySQL,Push-based,XML,12.05750328,1,No
4950,GPS,OpenIntent,Explicit,In house,Cache on server,Nexus I (HTC),Bluetooth,sqLite,Push-based,XML,13.39219527,1,No
4951,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Client-Server,XML,14.69535653,1,No
4952,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,14.16544964,0.9093,No
4953,radio triangulation,OpenIntent,Implicit,In house,On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Compressed XML,14.02653493,1,No
4954,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,sqLite,Client-Server,Unformatted data,14.60148258,1,No
4955,GPS,OpenIntent,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,XML,14.78536606,0.9998,No
4956,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Wifi,MySQL,Peer-to-peer,Compressed XML,14.48248937,1,No
4957,GPS,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,13.59779616,1,No
4958,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Nexus I,sqLite,Push-based,Unformatted data,13.06241623,1,No
4959,GPS,In house,Implicit,In house,Cache on server,Droid (Motorola),3G on Droid,MySQL,Push-based,XML,13.95616316,1,No
4960,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,13.46312776,1,No
4961,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,MySQL,Peer-to-peer,Compressed XML,14.11057986,1,No
4962,GPS,In house,Explicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),Wifi,MySQL,Peer-to-peer,Unformatted data,13.61455875,1,No
4963,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Unformatted data,14.85629856,0.9832,No
4964,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,14.52749269,1,No
4965,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Compressed XML,13.57519993,1,No
4966,radio triangulation,OpenIntent,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,14.86520581,1,No
4967,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Droid (Motorola),3G on Nexus I,sqLite,Push-based,Compressed XML,14.9139757,0.8688,No
4968,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,14.69343449,1,No
4969,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Droid (Motorola),Bluetooth,sqLite,Peer-to-peer,Compressed XML,13.74114172,1,No
4970,radio triangulation,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,13.66507541,0.8906,No
4971,radio triangulation,In house,Implicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Wifi,sqLite,Peer-to-peer,XML,13.25738837,1,No
4972,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Push-based,Unformatted data,14.54170627,0.9999,No
4973,GPS,In house,Implicit,In house,Cache on server,Nexus I (HTC),3G on Droid,sqLite,Push-based,Unformatted data,13.53878967,1,No
4974,GPS,OpenIntent,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Peer-to-peer,Unformatted data,12.28179361,1,No
4975,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),Bluetooth,sqLite,Client-Server,Compressed XML,13.24656753,1,No
4976,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,MySQL,Push-based,Unformatted data,12.84457674,1,No
4977,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),3G on Nexus I,MySQL,Peer-to-peer,Unformatted data,12.74540109,1,No
4978,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),Wifi,MySQL,Client-Server,XML,15.21371909,1,No
4979,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Compressed XML,15.8918037,0.9821,No
4980,GPS,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,MySQL,Client-Server,Compressed XML,14.80936031,0.9899,No
4981,GPS,In house,Explicit,In house,Cache on server,Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,XML,12.74354108,1,No
4982,radio triangulation,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Droid,sqLite,Peer-to-peer,Unformatted data,14.1012797,1,No
4983,radio triangulation,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),3G on Droid,MySQL,Peer-to-peer,Unformatted data,12.80184461,1,No
4984,GPS,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),Wifi,sqLite,Client-Server,XML,12.96608509,1,No
4985,GPS,In house,Implicit,In house,On Demand (Google),Nexus I (HTC),Bluetooth,MySQL,Client-Server,Unformatted data,12.90288606,1,No
4986,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Client-Server,XML,14.85637815,1,No
4987,radio triangulation,In house,Explicit,In house,On Demand (Google),Droid (Motorola),Wifi,sqLite,Push-based,Unformatted data,12.33666339,1,No
4988,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),Wifi,MySQL,Client-Server,Unformatted data,14.7291984,1,No
4989,GPS,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Nexus I,MySQL,Client-Server,Compressed XML,15.40072964,1,No
4990,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Nexus I (HTC),3G on Nexus I,sqLite,Peer-to-peer,Unformatted data,14.72365206,1,No
4991,radio triangulation,In house,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Wifi,sqLite,Push-based,Compressed XML,13.70443215,0.9999,No
4992,GPS,In house,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Nexus I,sqLite,Client-Server,Compressed XML,12.50123498,1,No
4993,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Droid (Motorola),3G on Droid,sqLite,Peer-to-peer,Compressed XML,13.14552608,1,No
4994,radio triangulation,OpenIntent,Explicit,In house,Cache on server,Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,14.08887022,1,No
4995,GPS,In house,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Wifi,MySQL,Client-Server,Unformatted data,13.81432953,0.9997,No
4996,GPS,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),Wifi,MySQL,Push-based,Unformatted data,14.57750947,1,No
4997,GPS,OpenIntent,Explicit,In house,Preloaded (ESRI),Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,14.20232114,1,No
4998,radio triangulation,In house,Implicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),3G on Droid,MySQL,Client-Server,Compressed XML,15.04285032,1,No
4999,GPS,OpenIntent,Explicit,XMPP (Open Fire),On Demand (Google),Nexus I (HTC),Wifi,sqLite,Push-based,XML,12.62665433,1,No
5000,radio triangulation,In house,Explicit,In house,Cache on server,Nexus I (HTC),Wifi,MySQL,Push-based,Unformatted data,13.41975717,0.9999,No
5001,radio triangulation,OpenIntent,Implicit,In house,Cache on server,Droid (Motorola),3G on Nexus I,sqLite,Push-based,Unformatted data,14.71124259,1,No
5002,radio triangulation,In house,Explicit,In house,Cache on server,Droid (Motorola),Wifi,sqLite,Client-Server,Compressed XML,14.10286939,1,No
5003,radio triangulation,OpenIntent,Explicit,XMPP (Open Fire),Cache on server,Nexus I (HTC),Bluetooth,sqLite,Client-Server,Unformatted data,14.52582068,1,No
5004,radio triangulation,In house,Implicit,XMPP (Open Fire),Preloaded (ESRI),Nexus I (HTC),3G on Droid,MySQL,Push-based,Compressed XML,15.01744713,0.5419,No
5005,radio triangulation,OpenIntent,Implicit,In house,Preloaded (ESRI),Droid (Motorola),3G on Droid,sqLite,Push-based,Unformatted data,15.31390177,0.9212,No
